College Code,College Name,Branch Code,Branch Name,2023,2024,Difference
4979,"Arul Tharum VPMM College of Engineering andTechnology, V.P.M. Nagar, Krishnankovil, Srivilliputur,Virudhunagar-626190.",SC,Computer Science andEngineering (Cyber Security),0,17,17
4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar,Seethaparpanallur, Tirunelveli-627012.",AD,Artificial Intelligence and DataScience,0,54,54
4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar,Seethaparpanallur, Tirunelveli-627012.",CE,CIVIL  ENGINEERING,19,26,7
4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar,Seethaparpanallur, Tirunelveli-627012.",CS,COMPUTER SCIENCE ANDENGINEERING,69,98,29
4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar,Seethaparpanallur, Tirunelveli-627012.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,35,55,20
4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar,Seethaparpanallur, Tirunelveli-627012.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,35,55,20
4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar,Seethaparpanallur, Tirunelveli-627012.",ME,MECHANICAL ENGINEERING,36,54,18
4981,"Ponjesly College of Engineering, Near Parvathipuram,Alamparai, Veturnimadam Post, Nagercoil-629003.",AD,Artificial Intelligence and DataScience,27,55,28
4981,"Ponjesly College of Engineering, Near Parvathipuram,Alamparai, Veturnimadam Post, Nagercoil-629003.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),0,26,26
4981,"Ponjesly College of Engineering, Near Parvathipuram,Alamparai, Veturnimadam Post, Nagercoil-629003.",CE,CIVIL  ENGINEERING,27,27,0
4981,"Ponjesly College of Engineering, Near Parvathipuram,Alamparai, Veturnimadam Post, Nagercoil-629003.",CS,COMPUTER SCIENCE ANDENGINEERING,52,55,3
4981,"Ponjesly College of Engineering, Near Parvathipuram,Alamparai, Veturnimadam Post, Nagercoil-629003.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,28,28,0
4981,"Ponjesly College of Engineering, Near Parvathipuram,Alamparai, Veturnimadam Post, Nagercoil-629003.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,28,26,-2
4981,"Ponjesly College of Engineering, Near Parvathipuram,Alamparai, Veturnimadam Post, Nagercoil-629003.",IT,INFORMATION TECHNOLOGY,27,27,0
4981,"Ponjesly College of Engineering, Near Parvathipuram,Alamparai, Veturnimadam Post, Nagercoil-629003.",ME,MECHANICAL ENGINEERING,54,55,1
4982,"Vins Christian College of Engineering, Vins Nagar,Chunkankadai, Nagercoil, Kanyakumari-629807.",AD,Artificial Intelligence and DataScience,54,55,1
4982,"Vins Christian College of Engineering, Vins Nagar,Chunkankadai, Nagercoil, Kanyakumari-629807.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),26,26,0
4982,"Vins Christian College of Engineering, Vins Nagar,Chunkankadai, Nagercoil, Kanyakumari-629807.",CE,CIVIL  ENGINEERING,27,55,28
4982,"Vins Christian College of Engineering, Vins Nagar,Chunkankadai, Nagercoil, Kanyakumari-629807.",CS,COMPUTER SCIENCE ANDENGINEERING,55,55,0
4982,"Vins Christian College of Engineering, Vins Nagar,Chunkankadai, Nagercoil, Kanyakumari-629807.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,54,55,1
4982,"Vins Christian College of Engineering, Vins Nagar,Chunkankadai, Nagercoil, Kanyakumari-629807.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,27,28,1
4982,"Vins Christian College of Engineering, Vins Nagar,Chunkankadai, Nagercoil, Kanyakumari-629807.",ME,MECHANICAL ENGINEERING,81,81,0
4982,"Vins Christian College of Engineering, Vins Nagar,Chunkankadai, Nagercoil, Kanyakumari-629807.",SC,Computer Science andEngineering (Cyber Security),28,26,-2
4983,"Lord Jegannath College of Engineering andTechnology, PSN Nagar, Ramanathichanputhur,Marungoor, Kanyakumari District, Nagercoil-629402.",AE,AERONAUTICAL ENGINEERING,22,27,5
4983,"Lord Jegannath College of Engineering andTechnology, PSN Nagar, Ramanathichanputhur,Marungoor, Kanyakumari District, Nagercoil-629402.",AG,AGRICULTURE ENGINEERING,45,54,9
4983,"Lord Jegannath College of Engineering andTechnology, PSN Nagar, Ramanathichanputhur,Marungoor, Kanyakumari District, Nagercoil-629402.",CE,CIVIL  ENGINEERING,45,55,10
4983,"Lord Jegannath College of Engineering andTechnology, PSN Nagar, Ramanathichanputhur,Marungoor, Kanyakumari District, Nagercoil-629402.",CS,COMPUTER SCIENCE ANDENGINEERING,46,55,9
4983,"Lord Jegannath College of Engineering andTechnology, PSN Nagar, Ramanathichanputhur,Marungoor, Kanyakumari District, Nagercoil-629402.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,24,27,3
4983,"Lord Jegannath College of Engineering andTechnology, PSN Nagar, Ramanathichanputhur,Marungoor, Kanyakumari District, Nagercoil-629402.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,23,27,4
4983,"Lord Jegannath College of Engineering andTechnology, PSN Nagar, Ramanathichanputhur,Marungoor, Kanyakumari District, Nagercoil-629402.",ME,MECHANICAL ENGINEERING,46,55,9
4983,"Lord Jegannath College of Engineering andTechnology, PSN Nagar, Ramanathichanputhur,Marungoor, Kanyakumari District, Nagercoil-629402.",RM,ROBOTICS AND AUTOMATION,23,27,4
4984,"Marthandam College of Engineering and Technology,P.M.Village Road,Kuttakuzhi, Veeyannoor Post,Marthandam, Kanyakumari District-629177.",AD,Artificial Intelligence and DataScience,27,54,27
4984,"Marthandam College of Engineering and Technology,P.M.Village Road,Kuttakuzhi, Veeyannoor Post,Marthandam, Kanyakumari District-629177.",CE,CIVIL  ENGINEERING,27,27,0
4984,"Marthandam College of Engineering and Technology,P.M.Village Road,Kuttakuzhi, Veeyannoor Post,Marthandam, Kanyakumari District-629177.",CS,COMPUTER SCIENCE ANDENGINEERING,81,82,1
4984,"Marthandam College of Engineering and Technology,P.M.Village Road,Kuttakuzhi, Veeyannoor Post,Marthandam, Kanyakumari District-629177.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,55,54,-1
4984,"Marthandam College of Engineering and Technology,P.M.Village Road,Kuttakuzhi, Veeyannoor Post,Marthandam, Kanyakumari District-629177.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,27,28,1
4984,"Marthandam College of Engineering and Technology,P.M.Village Road,Kuttakuzhi, Veeyannoor Post,Marthandam, Kanyakumari District-629177.",IT,INFORMATION TECHNOLOGY,55,54,-1
4984,"Marthandam College of Engineering and Technology,P.M.Village Road,Kuttakuzhi, Veeyannoor Post,Marthandam, Kanyakumari District-629177.",ME,MECHANICAL ENGINEERING,55,54,-1
4986,"Noorul Islam College of Engineering and Technology,Punkarai, Thiruvithancode (PO), Kanyakumari-629174.",AD,Artificial Intelligence and DataScience,35,35,0
4986,"Noorul Islam College of Engineering and Technology,Punkarai, Thiruvithancode (PO), Kanyakumari-629174.",CS,COMPUTER SCIENCE ANDENGINEERING,34,35,1
4986,"Noorul Islam College of Engineering and Technology,Punkarai, Thiruvithancode (PO), Kanyakumari-629174.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,35,36,1
4986,"Noorul Islam College of Engineering and Technology,Punkarai, Thiruvithancode (PO), Kanyakumari-629174.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,18,18,0
4986,"Noorul Islam College of Engineering and Technology,Punkarai, Thiruvithancode (PO), Kanyakumari-629174.",IT,INFORMATION TECHNOLOGY,35,35,0
4986,"Noorul Islam College of Engineering and Technology,Punkarai, Thiruvithancode (PO), Kanyakumari-629174.",ME,MECHANICAL ENGINEERING,36,35,-1
4989,"PSN Engineering College, Melathediyoor,Palayamkottai, Tirunelveli-627152.",AD,Artificial Intelligence and DataScience,0,55,55
4989,"PSN Engineering College, Melathediyoor,Palayamkottai, Tirunelveli-627152.",AG,AGRICULTURE ENGINEERING,54,55,1
4989,"PSN Engineering College, Melathediyoor,Palayamkottai, Tirunelveli-627152.",AU,AUTOMOBILE ENGINEERING,55,27,-28
4989,"PSN Engineering College, Melathediyoor,Palayamkottai, Tirunelveli-627152.",BM,BIO MEDICAL ENGINEERING,0,27,27
4989,"PSN Engineering College, Melathediyoor,Palayamkottai, Tirunelveli-627152.",CE,CIVIL  ENGINEERING,55,54,-1
4989,"PSN Engineering College, Melathediyoor,Palayamkottai, Tirunelveli-627152.",CS,COMPUTER SCIENCE ANDENGINEERING,35,54,19
4989,"PSN Engineering College, Melathediyoor,Palayamkottai, Tirunelveli-627152.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,53,55,2
4989,"PSN Engineering College, Melathediyoor,Palayamkottai, Tirunelveli-627152.",IT,INFORMATION TECHNOLOGY,34,54,20
4989,"PSN Engineering College, Melathediyoor,Palayamkottai, Tirunelveli-627152.",ME,MECHANICAL ENGINEERING,55,55,0
4989,PSN Engineering College  Melathediyoor  TirunelveliDistrict 627152,MU,MECHANICAL ANDAUTOMATION ENGINEERING,55,0,-55
4992,"Bethlahem Institute of Engineering, Nadutheri,Karungal, Kanyakumari-629157.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),0,50,50
4992,"Bethlahem Institute of Engineering, Nadutheri,Karungal, Kanyakumari-629157.",CE,CIVIL  ENGINEERING,23,22,-1
4992,"Bethlahem Institute of Engineering, Nadutheri,Karungal, Kanyakumari-629157.",CS,COMPUTER SCIENCE ANDENGINEERING,45,50,5
4992,"Bethlahem Institute of Engineering, Nadutheri,Karungal, Kanyakumari-629157.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,50,50,0
4992,"Bethlahem Institute of Engineering, Nadutheri,Karungal, Kanyakumari-629157.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,22,23,1
4992,"Bethlahem Institute of Engineering, Nadutheri,Karungal, Kanyakumari-629157.",IT,INFORMATION TECHNOLOGY,50,50,0
4992,"Bethlahem Institute of Engineering, Nadutheri,Karungal, Kanyakumari-629157.",ME,MECHANICAL ENGINEERING,50,50,0
4993,"Loyola Institute of Technology and Science, P.Bo.No.2, Thovalai - Rajavoor Road, Loyola Nagar,Theroor Village, Thovalai, Kanyakumari District-629302.",AD,Artificial Intelligence and DataScience,27,38,11
4993,"Loyola Institute of Technology and Science, P.Bo.No.2, Thovalai - Rajavoor Road, Loyola Nagar,Theroor Village, Thovalai, Kanyakumari District-629302.",AG,AGRICULTURE ENGINEERING,27,55,28
4993,"Loyola Institute of Technology and Science, P.Bo.No.2, Thovalai - Rajavoor Road, Loyola Nagar,Theroor Village, Thovalai, Kanyakumari District-629302.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),45,45,0
4993,"Loyola Institute of Technology and Science, P.Bo.No.2, Thovalai - Rajavoor Road, Loyola Nagar,Theroor Village, Thovalai, Kanyakumari District-629302.",BM,BIO MEDICAL ENGINEERING,45,36,-9
4993,"Loyola Institute of Technology and Science, P.Bo.No.2, Thovalai - Rajavoor Road, Loyola Nagar,Theroor Village, Thovalai, Kanyakumari District-629302.",CS,COMPUTER SCIENCE ANDENGINEERING,44,81,37
4993,"Loyola Institute of Technology and Science, P.Bo.No.2, Thovalai - Rajavoor Road, Loyola Nagar,Theroor Village, Thovalai, Kanyakumari District-629302.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,45,55,10
4993,"Loyola Institute of Technology and Science, P.Bo.No.2, Thovalai - Rajavoor Road, Loyola Nagar,Theroor Village, Thovalai, Kanyakumari District-629302.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,55,54,-1
4993,"Loyola Institute of Technology and Science, P.Bo.No.2, Thovalai - Rajavoor Road, Loyola Nagar,Theroor Village, Thovalai, Kanyakumari District-629302.",IT,INFORMATION TECHNOLOGY,45,41,-4
4993,"Loyola Institute of Technology and Science, P.Bo.No.2, Thovalai - Rajavoor Road, Loyola Nagar,Theroor Village, Thovalai, Kanyakumari District-629302.",ME,MECHANICAL ENGINEERING,55,55,0
4994,"J.P. College of Engineering, College Road, Ayikudy,Tenkasi Taluk, Tirunelveli District-627852.",AD,Artificial Intelligence and DataScience,0,55,55
4994,"J.P. College of Engineering, College Road, Ayikudy,Tenkasi Taluk, Tirunelveli District-627852.",CE,CIVIL  ENGINEERING,17,18,1
4994,"J.P. College of Engineering, College Road, Ayikudy,Tenkasi Taluk, Tirunelveli District-627852.",CS,COMPUTER SCIENCE ANDENGINEERING,109,109,0
4994,"J.P. College of Engineering, College Road, Ayikudy,Tenkasi Taluk, Tirunelveli District-627852.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,55,45,-10
4994,"J.P. College of Engineering, College Road, Ayikudy,Tenkasi Taluk, Tirunelveli District-627852.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,45,36,-9
4994,"J.P. College of Engineering, College Road, Ayikudy,Tenkasi Taluk, Tirunelveli District-627852.",IT,INFORMATION TECHNOLOGY,54,55,1
4994,"J.P. College of Engineering, College Road, Ayikudy,Tenkasi Taluk, Tirunelveli District-627852.",ME,MECHANICAL ENGINEERING,18,18,0
4995,"P.S.R.R College of Engineering, Appayanaickenpatti,Sevalpatti, Sivakasi, Virudhunagar -626140.",AD,Artificial Intelligence and DataScience,45,45,0
4995,"P.S.R.R College of Engineering, Appayanaickenpatti,Sevalpatti, Sivakasi, Virudhunagar -626140.",CS,COMPUTER SCIENCE ANDENGINEERING,27,36,9
4995,"P.S.R.R College of Engineering, Appayanaickenpatti,Sevalpatti, Sivakasi, Virudhunagar -626140.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,55,55,0
4995,"P.S.R.R College of Engineering, Appayanaickenpatti,Sevalpatti, Sivakasi, Virudhunagar -626140.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,27,27,0
4996,"Sri Vidya College of Engineering and Technology,Sivakasi Main Road, P.Kumaralingapuram,Virudhunagar-626005.",AD,Artificial Intelligence and DataScience,35,45,10
4996,"Sri Vidya College of Engineering and Technology,Sivakasi Main Road, P.Kumaralingapuram,Virudhunagar-626005.",CB,COMPUTER SCIENCE ANDBUSSINESS SYSTEM,22,22,0
4996,"Sri Vidya College of Engineering and Technology,Sivakasi Main Road, P.Kumaralingapuram,Virudhunagar-626005.",CE,CIVIL  ENGINEERING,18,18,0
4996,"Sri Vidya College of Engineering and Technology,Sivakasi Main Road, P.Kumaralingapuram,Virudhunagar-626005.",CS,COMPUTER SCIENCE ANDENGINEERING,45,45,0
4996,"Sri Vidya College of Engineering and Technology,Sivakasi Main Road, P.Kumaralingapuram,Virudhunagar-626005.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,46,45,-1
4996,"Sri Vidya College of Engineering and Technology,Sivakasi Main Road, P.Kumaralingapuram,Virudhunagar-626005.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,23,23,0
4996,"Sri Vidya College of Engineering and Technology,Sivakasi Main Road, P.Kumaralingapuram,Virudhunagar-626005.",ME,MECHANICAL ENGINEERING,35,35,0
4998,"Mahakavi Bharathiyar College of Engineering andTechnology, Kovil Nagar, Vasudevanallur, SivagiriTaluk, Tirunelveli District -627758.",CE,CIVIL  ENGINEERING,18,19,1
4998,"Mahakavi Bharathiyar College of Engineering andTechnology, Kovil Nagar, Vasudevanallur, SivagiriTaluk, Tirunelveli District -627758.",CS,COMPUTER SCIENCE ANDENGINEERING,17,20,3
4998,"Mahakavi Bharathiyar College of Engineering andTechnology, Kovil Nagar, Vasudevanallur, SivagiriTaluk, Tirunelveli District -627758.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,18,20,2
4998,"Mahakavi Bharathiyar College of Engineering andTechnology, Kovil Nagar, Vasudevanallur, SivagiriTaluk, Tirunelveli District -627758.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,18,20,2
4998,"Mahakavi Bharathiyar College of Engineering andTechnology, Kovil Nagar, Vasudevanallur, SivagiriTaluk, Tirunelveli District -627758.",ME,MECHANICAL ENGINEERING,26,29,3
4999,"Annai Vailankanni College of Engineering, AVK Nagar,Pothaiyadisalai Pottalkulam, Azhagappapuram PO,Kanyakumari District, Nagercoil-629401.",AD,Artificial Intelligence and DataScience,40,45,5
4999,"Annai Vailankanni College of Engineering, AVK Nagar,Pothaiyadisalai Pottalkulam, Azhagappapuram PO,Kanyakumari District, Nagercoil-629401.",BM,BIO MEDICAL ENGINEERING,55,45,-10
4999,"Annai Vailankanni College of Engineering, AVK Nagar,Pothaiyadisalai Pottalkulam, Azhagappapuram PO,Kanyakumari District, Nagercoil-629401.",CS,COMPUTER SCIENCE ANDENGINEERING,41,46,5
4999,"Annai Vailankanni College of Engineering, AVK Nagar,Pothaiyadisalai Pottalkulam, Azhagappapuram PO,Kanyakumari District, Nagercoil-629401.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,41,45,4
4999,"Annai Vailankanni College of Engineering, AVK Nagar,Pothaiyadisalai Pottalkulam, Azhagappapuram PO,Kanyakumari District, Nagercoil-629401.",ME,MECHANICAL ENGINEERING,54,55,1
5008,Thiagarajar College of Engineering (Autonomous)Tirupparankundram  Madurai District 625015,CE,CIVIL  ENGINEERING,36,36,0
5008,Thiagarajar College of Engineering (Autonomous)Tirupparankundram  Madurai District 625015,CG,Computer Science andEngineering (ArtificialIntelligence and MachineLearning) (SS),0,38,38
5008,Thiagarajar College of Engineering (Autonomous)Tirupparankundram  Madurai District 625015,CM,COMPUTER SCIENCE ANDENGINEERING (SS),81,82,1
5008,Thiagarajar College of Engineering (Autonomous)Tirupparankundram  Madurai District 625015,CN,CIVIL  ENGINEERING (SS),51,51,0
5008,Thiagarajar College of Engineering (Autonomous)Tirupparankundram  Madurai District 625015,CS,COMPUTER SCIENCE ANDENGINEERING,43,45,2
5008,Thiagarajar College of Engineering (Autonomous)Tirupparankundram  Madurai District 625015,CW,Computer Science and BusinessSystem (SS),42,44,2
5008,Thiagarajar College of Engineering (Autonomous)Tirupparankundram  Madurai District 625015,EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,44,45,1
5008,Thiagarajar College of Engineering (Autonomous)Tirupparankundram  Madurai District 625015,EE,ELECTRICAL AND ELECTRONICSENGINEERING,46,45,-1
5008,Thiagarajar College of Engineering (Autonomous)Tirupparankundram  Madurai District 625015,EM,ELECTRONICS ANDCOMMUNICATIONENGINEERING (SS),81,82,1
5008,Thiagarajar College of Engineering (Autonomous)Tirupparankundram  Madurai District 625015,EY,ELECTRICAL AND ELECTRONICSENGINEERING (SS),45,44,-1
5008,Thiagarajar College of Engineering (Autonomous)Tirupparankundram  Madurai District 625015,ID,Interior Design (SS),0,19,19
5008,Thiagarajar College of Engineering (Autonomous)Tirupparankundram  Madurai District 625015,IM,INFORMATION TECHNOLOGY(SS),114,115,1
5008,Thiagarajar College of Engineering (Autonomous)Tirupparankundram  Madurai District 625015,ME,MECHANICAL ENGINEERING,45,46,1
5008,Thiagarajar College of Engineering (Autonomous)Tirupparankundram  Madurai District 625015,MF,MECHANICAL ENGINEERING(SS),44,44,0
5008,Thiagarajar College of Engineering (Autonomous)Tirupparankundram  Madurai District 625015,MG,MECHATRONICS (SS),38,38,0
5009,Government College of EngineeringMelachokkanathapuram  Bodinayakkanur  TheniDistrict 625582,CE,CIVIL  ENGINEERING,53,53,0
5009,Government College of EngineeringMelachokkanathapuram  Bodinayakkanur  TheniDistrict 625582,CS,COMPUTER SCIENCE ANDENGINEERING,53,55,2
5009,Government College of EngineeringMelachokkanathapuram  Bodinayakkanur  TheniDistrict 625582,EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,54,55,1
5009,Government College of EngineeringMelachokkanathapuram  Bodinayakkanur  TheniDistrict 625582,EE,ELECTRICAL AND ELECTRONICSENGINEERING,53,54,1
5009,Government College of EngineeringMelachokkanathapuram  Bodinayakkanur  TheniDistrict 625582,ME,MECHANICAL ENGINEERING,55,55,0
5010,Anna University Regional Campus - MaduraiKanyakumari National Highway  KeelakuilkudiMadurai District 625019,CE,CIVIL  ENGINEERING,54,54,0
5010,Anna University Regional Campus - MaduraiKanyakumari National Highway  KeelakuilkudiMadurai District 625019,CS,COMPUTER SCIENCE ANDENGINEERING,53,55,2
5010,Anna University Regional Campus - MaduraiKanyakumari National Highway  KeelakuilkudiMadurai District 625019,EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,53,55,2
5010,Anna University Regional Campus - MaduraiKanyakumari National Highway  KeelakuilkudiMadurai District 625019,EE,ELECTRICAL AND ELECTRONICSENGINEERING,54,54,0
5010,Anna University Regional Campus - MaduraiKanyakumari National Highway  KeelakuilkudiMadurai District 625019,ME,MECHANICAL ENGINEERING,55,54,-1
5012,Central Electrochemical Research Institute CECRI)Karaikudi  Sivagangai District 630006,CC,CHEMICAL AND ELECTROCHEMICAL  ENGINEERING (SS),30,31,1
5017,University College of Engineering  RamanathapuramPullangudi  Ramanathapuram District 623513,CE,CIVIL  ENGINEERING,53,27,-26
5017,University College of Engineering  RamanathapuramPullangudi  Ramanathapuram District 623513,CS,COMPUTER SCIENCE ANDENGINEERING,54,55,1
5017,University College of Engineering  RamanathapuramPullangudi  Ramanathapuram District 623513,EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,55,54,-1
5017,University College of Engineering  RamanathapuramPullangudi  Ramanathapuram District 623513,EF,Electrical and ComputerEngineering,0,26,26
5017,University College of Engineering  RamanathapuramPullangudi  Ramanathapuram District 623513,ME,MECHANICAL ENGINEERING,55,27,-28
5017,University College of Engineering  RamanathapuramPullangudi  Ramanathapuram District 623513,XC,CIVIL ENGINEERING (TAMILMEDIUM),27,28,1
5017,University College of Engineering  RamanathapuramPullangudi  Ramanathapuram District 623513,XM,MECHANICAL ENGINEERING(TAMIL MEDIUM),27,28,1
5022,University College of Engineering  Dindigul  MangaraiPirivu  Reddiyarchathiram  Dindigul District 624622,CE,CIVIL  ENGINEERING,55,55,0
5022,University College of Engineering  Dindigul  MangaraiPirivu  Reddiyarchathiram  Dindigul District 624622,CS,COMPUTER SCIENCE ANDENGINEERING,53,55,2
5022,University College of Engineering  Dindigul  MangaraiPirivu  Reddiyarchathiram  Dindigul District 624622,EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,55,55,0
5022,University College of Engineering  Dindigul  MangaraiPirivu  Reddiyarchathiram  Dindigul District 624622,EE,ELECTRICAL AND ELECTRONICSENGINEERING,54,54,0
5022,University College of Engineering  Dindigul  MangaraiPirivu  Reddiyarchathiram  Dindigul District 624622,ME,MECHANICAL ENGINEERING,55,54,-1
5022,University College of Engineering  Dindigul  MangaraiPirivu  Reddiyarchathiram  Dindigul District 624622,XC,CIVIL ENGINEERING (TAMILMEDIUM),27,27,0
5022,University College of Engineering  Dindigul  MangaraiPirivu  Reddiyarchathiram  Dindigul District 624622,XM,MECHANICAL ENGINEERING(TAMIL MEDIUM),27,27,0
5502,"Sri Raajaraajan College of Engineering andTechnology, No.146/4B1, Amaravathi Village,Amaravathypudhur(Post), Karaikudi Taluk, SivagangaiDistrict-630301.",AD,Artificial Intelligence and DataScience,17,18,1
5502,"Sri Raajaraajan College of Engineering andTechnology, No.146/4B1, Amaravathi Village,Amaravathypudhur(Post), Karaikudi Taluk, SivagangaiDistrict-630301.",AG,AGRICULTURE ENGINEERING,18,18,0
5502,"Sri Raajaraajan College of Engineering andTechnology, No.146/4B1, Amaravathi Village,Amaravathypudhur(Post), Karaikudi Taluk, SivagangaiDistrict-630301.",CE,CIVIL  ENGINEERING,18,18,0
5502,"Sri Raajaraajan College of Engineering andTechnology, No.146/4B1, Amaravathi Village,Amaravathypudhur(Post), Karaikudi Taluk, SivagangaiDistrict-630301.",CS,COMPUTER SCIENCE ANDENGINEERING,34,70,36
5502,"Sri Raajaraajan College of Engineering andTechnology, No.146/4B1, Amaravathi Village,Amaravathypudhur(Post), Karaikudi Taluk, SivagangaiDistrict-630301.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,35,35,0
5502,"Sri Raajaraajan College of Engineering andTechnology, No.146/4B1, Amaravathi Village,Amaravathypudhur(Post), Karaikudi Taluk, SivagangaiDistrict-630301.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,18,18,0
5502,"Sri Raajaraajan College of Engineering andTechnology, No.146/4B1, Amaravathi Village,Amaravathypudhur(Post), Karaikudi Taluk, SivagangaiDistrict-630301.",ME,MECHANICAL ENGINEERING,36,35,-1
5530,"SSM Institute of Engineering and Technology,Kuttathupatti Village, Begambur Post, Dindigul Taluk& District-624002.",AD,Artificial Intelligence and DataScience,54,55,1
5530,"SSM Institute of Engineering and Technology,Kuttathupatti Village, Begambur Post, Dindigul Taluk& District-624002.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),0,54,54
5530,SSM Institute of Engineering and TechnologyKuttathupatti Village  Sindalaigundu Post  DindigulDistrict 624002,AU,AUTOMOBILE ENGINEERING,27,0,-27
5530,"SSM Institute of Engineering and Technology,Kuttathupatti Village, Begambur Post, Dindigul Taluk& District-624002.",CB,COMPUTER SCIENCE ANDBUSSINESS SYSTEM,55,54,-1
5530,"SSM Institute of Engineering and Technology,Kuttathupatti Village, Begambur Post, Dindigul Taluk& District-624002.",CE,CIVIL  ENGINEERING,27,28,1
5530,"SSM Institute of Engineering and Technology,Kuttathupatti Village, Begambur Post, Dindigul Taluk& District-624002.",CS,COMPUTER SCIENCE ANDENGINEERING,54,54,0
5530,"SSM Institute of Engineering and Technology,Kuttathupatti Village, Begambur Post, Dindigul Taluk& District-624002.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,108,54,-54
5530,"SSM Institute of Engineering and Technology,Kuttathupatti Village, Begambur Post, Dindigul Taluk& District-624002.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,27,54,27
5530,"SSM Institute of Engineering and Technology,Kuttathupatti Village, Begambur Post, Dindigul Taluk& District-624002.",IT,INFORMATION TECHNOLOGY,54,54,0
5530,"SSM Institute of Engineering and Technology,Kuttathupatti Village, Begambur Post, Dindigul Taluk& District-624002.",ME,MECHANICAL ENGINEERING,27,28,1
5530,"SSM Institute of Engineering and Technology,Kuttathupatti Village, Begambur Post, Dindigul Taluk& District-624002.",SC,Computer Science andEngineering (Cyber Security),55,54,-1
5532,"Vaigai College of Engineering, Therkutheru, MelurTaluk, Madurai-625122.",CE,CIVIL  ENGINEERING,36,35,-1
5532,"Vaigai College of Engineering, Therkutheru, MelurTaluk, Madurai-625122.",CS,COMPUTER SCIENCE ANDENGINEERING,34,37,3
5532,"Vaigai College of Engineering, Therkutheru, MelurTaluk, Madurai-625122.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,35,45,10
5532,"Vaigai College of Engineering, Therkutheru, MelurTaluk, Madurai-625122.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,35,45,10
5532,"Vaigai College of Engineering, Therkutheru, MelurTaluk, Madurai-625122.",ME,MECHANICAL ENGINEERING,36,35,-1
5533,"Karaikudi Institute of Technology & KaraikudiInstitute of Management, Keeranipatti Village,Thalakkavur Panchayat, Karaikudi, Sivaganga-630307.",CE,CIVIL  ENGINEERING,35,39,4
5533,"Karaikudi Institute of Technology & KaraikudiInstitute of Management, Keeranipatti Village,Thalakkavur Panchayat, Karaikudi, Sivaganga-630307.",CS,COMPUTER SCIENCE ANDENGINEERING,34,46,12
5533,"Karaikudi Institute of Technology & KaraikudiInstitute of Management, Keeranipatti Village,Thalakkavur Panchayat, Karaikudi, Sivaganga-630307.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,19,23,4
